OBJECTID,Country,Feature Description,Feature Name,Controlled Unclassified Information Indicator,Is FIRRMA Site,Is Joint Base,Media Identifier,Primary Key Identifier,Globally Unique Identifier,Site Name,Site Operational Status,Site Reporting Component Code,State Name Code,Shape__Area,Shape__Length,latitude,longitude,elevation,geocoded_name
1,usa,na,Devens Reserve Forces Tng Area,no,no,no,na, ,f9f35d60-b757-448a-9683-ebc2e518a310,Devens Reserve Forces Tng Area,act,usar,ma,0.002252844363855,0.324854074815665,,,,
2,usa,na,Fort Campbell,no,yes,no,na, ,7dc7f20f-6983-4e95-a593-a3299fb37d9f,Fort Campbell,act,usa,tn,0.0426746552900568,1.38826998927591,36.65429,-87.46056,168.0,Fort Campbell North
3,usa,na,NG Snake Creek TS Miramar,no,no,no,na, ,e33df005-0713-4e64-8ebe-10dd700cbd60,NG Snake Creek TS Miramar,act,armyNationalGuard,fl,0.000116294921554,0.0464781701395715,,,,
4,usa,na,Piñon Canyon Maneuver Site,no,yes,no,na, ,0582f20a-d60a-4468-89e0-6fdade6f3e0c,Piñon Canyon Maneuver Site,act,usa,co,0.0971086052513783,1.77697111537376,,,,
5,usa,na,Stewart Annex,no,no,no,na, ,0d629ab9-bead-4263-8d09-663887ea1100,Stewart Annex,act,usa,ny,4.40629446529783e-06,0.0098908639767401,,,,
6,usa,na,NG Sandson AASF,no,no,no,na, ,fd6498b4-9e6a-4547-8a64-a3d329b02f88,NG Sandson AASF,act,armyNationalGuard,va,3.75180773062311e-05,0.0279662520747281,,,,
7,usa,na,NG AASF02 Birmingham,no,no,no,na, ,798d2939-75f9-40b5-a14d-62658e117737,NG AASF02 Birmingham,act,armyNationalGuard,al,8.75687806001224e-06,0.0120572443341742,,,,
8,usa,na,Aliamanu Military Reservation,no,no,no,na, ,f573a5d2-2916-404e-b39b-b50b77e9a658,Aliamanu Military Reservation,act,usa,hi,0.000214081970062,0.0943222717051644,,,,
9,usa,na,Allen Stagefield AL,no,no,no,na, ,2a89f870-a3c3-47fe-bd42-c391fd11f473,Allen Stagefield AL,act,usa,al,4.32939518759667e-05,0.0266014903681706,,,,
10,usa,na,Anniston Army Depot,no,yes,no,na, ,e0622832-7263-4b42-a25e-371e105a8f36,Anniston Army Depot,act,usa,al,0.006151724257279,0.450615606591333,,,,
11,usa,na,NG Arden Hills Army Training Site,no,no,no,na, ,567b9eee-fd5e-41ad-ae5e-4b298bb5883c,NG Arden Hills Army Training Site,act,armyNationalGuard,mn,0.0006938333499419,0.143514186656092,,,,
12,usa,na,Arlington National Cemetery,no,no,no,na, ,38d53478-968b-4491-9159-6f0f51262cab,Arlington National Cemetery,act,usa,va,0.0002615618238905,0.0987602913707697,,,,
14,usa,na,NG Auburn Training Site,no,no,no,na, ,59d1a8b5-b6e8-40b2-820d-daaea214ae39,NG Auburn Training Site,act,armyNationalGuard,me,8.01836640675901e-05,0.0584161398079149,,,,
15,usa,na,NG Bangor Training Site,no,no,no,na, ,2261d4b2-865d-4849-962f-786e69352d3f,NG Bangor Training Site,act,armyNationalGuard,me,9.46730906434823e-05,0.0724202302120256,,,,
17,usa,na,NG Beightler Armory,no,no,no,na, ,691bb642-ae32-4683-b4c7-ac7150179c30,NG Beightler Armory,act,armyNationalGuard,oh,7.44881776881812e-06,0.0109736295269336,,,,
22,usa,na,Naval Research Laboratory – Blossom Point,no,yes,no,na, ,0f144531-02c5-471e-bbac-5ff8e789cc1f,Naval Research Laboratory – Blossom Point,act,usa,md,0.0006610372936393,0.117664862240368,,,,
23,usa,na,Blue Grass Army Depot,no,yes,no,na, ,4ab3d989-95e4-45fd-91c2-19b9130a7e37,Blue Grass Army Depot,act,usa,ky,0.0060269465334386,0.341741833036766,,,,
24,usa,na,NG Bog Brook Training Site,no,no,no,na, ,25846d9d-36dc-4995-a8e7-698e61532d7f,NG Bog Brook Training Site,act,armyNationalGuard,me,9.52695841078821e-05,0.101911769007113,,,,
25,usa,na,NG Bremerton,no,no,no,na, ,e2ab1296-a74e-4252-b3d4-116f0a651cff,NG Bremerton,act,armyNationalGuard,wa,3.91337121072866e-05,0.0252300261152834,47.56732,-122.63264,11.0,Bremerton
26,usa,na,Brown 4b Stagefield AL,no,no,no,na, ,981277e4-086c-424d-bc0a-d3609d2b2d37,Brown 4b Stagefield AL,act,usa,al,6.26350583843305e-05,0.0320383984111873,,,,
27,usa,na,Cairns Basefield AL,no,no,no,na, ,0740c4a2-175d-46e0-8ef9-6d852d584773,Cairns Basefield AL,act,usa,al,0.0004945198727455,0.117449682970421,,,,
29,usa,na,NG Camp Ashland,no,no,no,na, ,aa1f9f5c-2e82-45b2-b688-aa028f82edf0,NG Camp Ashland,act,armyNationalGuard,ne,0.000482719161398,0.139408877369188,,,,
30,usa,na,NG Camp Atterbury,no,no,no,na, ,7dfbd048-41f5-4a73-b601-2e890080e886,NG Camp Atterbury,act,armyNationalGuard,in,0.0147936273240248,0.674004091117281,,,,
32,usa,na,Camp Dodge,no,yes,no,na, ,07f1633b-a905-49f2-8985-f6431af55d8c,Camp Dodge,act,armyNationalGuard,ia,0.0145667652182055,3.71614794083355,41.69971,-93.70744,301.0,Camp Dodge
37,usa,na,NG Camp Joseph T Robinson,no,no,no,na, ,9fdbd0d1-b09a-493a-afee-be3473bbf9ba,NG Camp Joseph T Robinson,act,armyNationalGuard,ar,0.0131596971334602,0.604068335227265,,,,
39,usa,na,Camp MacKall,no,yes,no,na, ,339345fe-d41e-4ffe-96c1-411dfcfc0350,Camp MacKall,act,usa,nc,0.0031872518395665,0.392011851400444,,,,
43,usa,na,NG State Military Reservation Camp Pendleton,no,no,no,na, ,798ff067-26b6-44b3-ab7f-af20f953880f,NG State Military Reservation Camp Pendleton,act,armyNationalGuard,va,0.0001278994417829,0.0695300281045814,,,,
44,usa,na,NG Camp Perry Joint Training Center,no,no,no,na, ,5c5a1a24-19ee-4ca7-806c-df14e718357c,NG Camp Perry Joint Training Center,act,armyNationalGuard,oh,0.0002524952681448,0.104439975763069,,,,
47,usa,na,NG Camp Ripley,no,no,no,na, ,33df05ba-5033-413b-8121-5b3c944be543,NG Camp Ripley,act,armyNationalGuard,mn,0.0249069898809857,1.67692508177504,46.07024,-94.32833,348.0,Camp Ripley Junction
48,usa,na,NG Camp Sherman Joint Training Center,no,no,no,na, ,2a7b4710-fc16-40f0-b1d0-2f92d7a7b966,NG Camp Sherman Joint Training Center,act,armyNationalGuard,oh,0.0001927514113049,0.0794955359212516,,,,
49,usa,na,NG Camp Smith Tng Site,no,no,no,na, ,7b334e9c-85a6-47fa-85b1-7904fb89d52b,NG Camp Smith Tng Site,act,armyNationalGuard,ny,0.0006845079540835,0.144212599684044,,,,
52,usa,na,NG Camp Williams Tomah MTA,no,no,no,na, ,1ca95968-17a4-4b27-be07-6a5300ec4cd0,NG Camp Williams Tomah MTA,act,armyNationalGuard,wi,5.16318013978889e-05,0.0478918860954461,,,,
54,usa,na,Carlisle Barracks,no,no,no,na, ,51e906dc-3cdd-4b03-b18f-6bd38cd72e56,Carlisle Barracks,act,usa,pa,0.0001914076458433,0.0883864628086775,40.20009,-77.16637,143.0,Carlisle Barracks Army Heliport
55,usa,na,NG Carville Gillis Long Center,no,no,no,na, ,65a64356-d096-495c-b27c-4727d07f0387,NG Carville Gillis Long Center,act,armyNationalGuard,la,0.0001349053936792,0.0472825896716175,,,,
56,usa,na,Military Ocean Terminal Concord,no,yes,no,na, ,c663ab45-3189-4363-9867-88bb5a610047,Military Ocean Terminal Concord,act,usa,ca,0.0023830181585253,1.03054762416525,,,,
58,usa,na,NG CTC Camp Dawson-Kingwood,no,no,no,na, ,f256bf6a-6267-4b74-a912-6da4edf06645,NG CTC Camp Dawson-Kingwood,act,armyNationalGuard,wv,0.0007417439853725,0.243258679093964,,,,
59,usa,na,NG CTC Fort Custer Trng Center,no,no,no,na, ,47df5fbe-839c-4002-bd5b-0b02a85f1369,NG CTC Fort Custer Trng Center,act,armyNationalGuard,mi,0.0033149370003684,0.320624400104286,,,,
60,usa,na,Camp Frank D Merrill,no,no,no,na, ,39cbe428-72e9-4e4b-ac02-f31d05541984,Camp Frank D Merrill,act,usa,ga,0.0001146290417182,0.0647580640004099,,,,
62,usa,na,Defense Distrib Depot Susq,no,no,no,na, ,ffe23e22-09ae-4201-89fe-06aaf1b41ea7,Defense Distrib Depot Susq,act,usa,pa,0.0003590286510188,0.110160194752542,,,,
63,usa,na,Defense Supply Center Columbus,no,no,no,na, ,6c4f7f4c-9ffd-4b61-87df-45500bb177d6,Defense Supply Center Columbus,act,usa,oh,0.000246776934091,0.0723006540346051,,,,
64,usa,na,Tooele Army Depot ,no,yes,no,na, ,a3f58d58-abe5-42d7-b117-7d6c3a0aaf9c,Tooele Army Depot ,act,usa,ut,0.0193101873155683,1.01988275348008,,,,
65,usa,na,Destin Moreno Point,no,no,no,na, ,bf9d786b-900c-4246-b3e7-1abf511d424d,Destin Moreno Point,act,usa,fl,4.85206896883028e-06,0.0095484900235246,,,,
66,usa,na,Detroit Arsenal,no,yes,no,na, ,e97343e3-8c10-4683-a52e-bf4345756e42,Detroit Arsenal,act,usa,mi,8.1536917377889e-05,0.0435165449682301,42.49926,-83.02893,188.0,Detroit Arsenal Tank Plant Historical Marker
67,usa,na,Dillingham Mil Res,no,no,no,na, ,b6e713e6-a05d-4d5e-85bc-e67721dd1320,Dillingham Mil Res,act,usa,hi,0.0002213119539729,0.0963714570526919,,,,
68,usa,na,West Desert Test Center,no,yes,no,na, ,6debd71d-5c7b-42e3-94a1-9e1b8cb74bed,West Desert Test Center,act,usa,ut,0.342422708911727,2.96340073126316,,,,
69,usa,na,NG Duluth NG Armory,no,no,no,na, ,a7d7d927-5dbc-4948-a6cf-3f63c446f125,NG Duluth NG Armory,act,armyNationalGuard,mn,3.28569331031758e-06,0.007284840951722,,,,
70,usa,na,NG Edgemeade TS Mtn Home,no,no,no,na, ,f98b9c29-2fe5-427f-8dc9-85d07aa364bd,NG Edgemeade TS Mtn Home,act,armyNationalGuard,id,6.65823645249475e-05,0.0393883025574153,,,,
71,usa,na,NG Esler Field,no,no,no,na, ,98bee526-baa3-4026-8e65-1fde39cd7c2c,NG Esler Field,act,armyNationalGuard,la,0.0008201881844343,0.148962785040904,31.3949,-92.29569,27.0,Alexandria Esler Regional Airport
73,usa,na,NG Floyd Edsall Training Center,no,no,no,na, ,599d292d-0611-4bfc-835c-b82e0ce0813d,NG Floyd Edsall Training Center,act,armyNationalGuard,nv,0.0006797844184802,0.141268058723768,,,,
74,usa,na,Fort Walker,no,no,no,na, ,d83deba2-5684-44a0-bfb5-3dd692b7cd31,Fort Walker,act,usa,va,0.0310205525686174,0.947094137210786,38.06968,-77.31809,64.0,Fort Walker Airfield
75,usa,na,Fort Belvoir,no,yes,no,na, ,b82b44a2-e44c-4f63-a4e3-abfc7af6d1e4,Fort Belvoir,act,usa,va,0.0038254231628798,0.57242567771744,38.7119,-77.14589,42.0,Fort Belvoir
76,usa,na,Fort Benjamin Harrison,no,no,no,na, ,b741b905-0e02-4531-b734-a1dfd7992b6c,Fort Benjamin Harrison,clsd,usa,in,2.84634406853002e-05,0.0326663358113248,39.86254,-86.01248,256.0,Fort Benjamin Harrison State Park and Nature Preserve
77,usa,na,Fort Benning,no,yes,no,na, ,841114f1-ee80-4864-9dc1-398fb9ce42a5,Fort Benning,act,usa,ga,0.0704285161511962,1.94977170600974,32.35237,-84.96882,94.0,Fort Benning
78,usa,na,Fort Bliss,no,yes,no,na, ,d6c1f14a-d97d-4b66-a386-a33c26d512a8,Fort Bliss,act,usa,tx,0.43272722228256,5.84390735826998,31.81357,-106.41224,1186.0,Fort Bliss
79,usa,na,Fort Buchanan,no,no,no,na, ,cd0a680e-5510-4513-a3aa-8d297ce12114,Fort Buchanan,act,usar,pr,0.0002583916980765,0.103113055963086,18.41215,-66.12207,10.0,Fort Buchanan
80,usa,na,Fort Carson,no,yes,no,na, ,5f3ce61c-733a-4d7d-ac06-3388603194c5,Fort Carson,act,usa,co,0.0576935200981552,1.16000573464376,38.73749,-104.78886,1780.0,Fort Carson
82,usa,na,Fort De Russy,no,no,no,na, ,6e11332f-1ba1-4670-973f-cdba428098eb,Fort De Russy,act,usa,hi,2.50813793728072e-05,0.0226941705873331,,,,
83,usa,na,Fort Detrick,no,yes,no,na, ,33005878-abdd-4b0a-9480-78b9b609ff4c,Fort Detrick,act,usa,md,0.0003426749392826,0.0868219702139801,,,,
84,usa,na,Fort Meade,no,yes,no,na, ,d8fd2f72-cced-4aa3-a9c7-cb6f231520ed,Fort Meade,act,usa,md,0.0021527138192141,0.404985293471746,39.10815,-76.74323,53.0,Fort Meade
85,usa,na,Fort Eisenhower,no,yes,no,na, ,61a8ca3a-a0d3-4c45-b6c1-ccc739306e03,Fort Eisenhower,act,usa,ga,0.0217607497238532,0.822894537711065,,,,
87,usa,na,Fort Hamilton,no,no,no,na, ,dc982bb3-13d6-45c1-8a76-4979fc47663a,Fort Hamilton,act,usa,ny,5.16562103909796e-05,0.0424996992599725,40.61872,-74.0332,20.0,Fort Hamilton
88,usa,na,Fort Cavazos,no,yes,no,na, ,8e38a081-a367-42c4-a954-6de2212ac54c,Fort Cavazos,act,usa,tx,0.0838513513995167,3.37896832899185,31.13489,-97.77561,273.0,Fort Cavazos
89,usa,na,Fort Huachuca,no,yes,no,na, ,21e3c0b6-d048-4ed3-a751-8ab519dd2cf5,Fort Huachuca,act,usa,az,0.0311289004048376,1.08810714919746,,,,
90,usa,na,Fort Hunter Liggett,no,no,no,na, ,f98ccfbc-5ebb-43af-9f2c-d78a1b989c2a,Fort Hunter Liggett,act,usar,ca,0.0649730973204896,1.97940369784075,36.01024,-121.23854,325.0,Fort Hunter Liggett
92,usa,na,Fort Jackson,no,no,no,na, ,259fae1c-edf8-4b84-a68d-15bac2eef209,Fort Jackson,act,usa,sc,0.020601755178177,0.637320664799658,34.01296,-80.71221,81.0,Fort Jackson
93,usa,na,Fort Knox,no,yes,no,na, ,ed138342-8a1b-475f-91a4-81eaff889879,Fort Knox,act,usa,ky,0.0452267121851986,1.43792737297398,37.89113,-85.96363,225.0,Fort Knox
95,usa,na,Fort Gregg-Adams,no,yes,no,na, ,36a2295d-1ef6-4dc9-aa84-3138c3ddde45,Fort Gregg-Adams,act,usa,va,0.0023288680665298,0.381112943842249,,,,
96,usa,na,Fort Leonard Wood,no,yes,no,na, ,ae56ffa0-5e87-4bed-88d7-6111a685e5dd,Fort Leonard Wood,act,usa,mo,0.0255136990895153,0.87238657546307,37.70573,-92.15717,333.0,Fort Leonard Wood
98,usa,na,Fort McCoy,no,no,no,na, ,f1c5d136-ef82-49a7-9c9a-f25898b7748d,Fort McCoy,act,usar,wi,0.0271206409547631,1.1243994076732,43.98552,-90.69097,277.0,Fort McCoy Barrens State Natural Area
99,usa,na,Fort Monroe,no,no,no,na, ,ea224eb3-f88c-4089-afd7-139b33787855,Fort Monroe,care,usa,va,0.0002300405419646,0.164760271900367,37.00399,-76.30739,3.0,Fort Monroe National Monument
100,usa,na,Joint Base Myer-Henderson Hall,no,yes,yes,na, ,1d0e0651-72f2-441d-a153-83851c9500a6,Joint Base Myer-Henderson Hall,act,usa,va,0.0001598264059339,0.119486678529097,,,,
101,usa,na,NG Fort Barfoot MTC & FMS 15,no,no,no,na, ,b0befd34-da9c-4431-8bbb-33960edad323,NG Fort Barfoot MTC & FMS 15,act,armyNationalGuard,va,0.0168477941813696,1.08254526252773,,,,
102,usa,na,Fort Johnson,no,yes,no,na, ,28dcf1c5-b2f4-4df4-9d6b-df280e242491,Fort Johnson,act,usa,la,0.092955853297551,5.10916784496891,42.95841,-74.23291,94.0,Fort Johnson
103,usa,na,Fort Riley,no,yes,no,na, ,b701695b-e6a0-4d81-9601-313c4e57af55,Fort Riley,act,usa,ks,0.042918622406205,1.28899130011145,39.11081,-96.81392,406.0,Fort Riley North
104,usa,na,Fort Novosel ,no,yes,no,na, ,bca89c7f-88ba-44eb-bb83-d60fac207c9b,Fort Novosel ,act,usa,al,0.0223086222354141,0.94658956467504,,,,
105,usa,na,Fort Shafter,no,yes,no,na, ,fe9c6318-d6de-4231-a8bc-afa193c4387c,Fort Shafter,act,usa,hi,0.000211600624,0.108764048566424,21.34411,-157.88628,22.0,Fort Shafter
106,usa,na,Fort Sill,no,yes,no,na, ,13c64344-e9b2-40c4-a4ac-8c5c24b6166d,Fort Sill,act,usa,ok,0.0373223274091288,1.30557758242363,34.66591,-98.382,344.0,Fort Sill National Historic Site
107,usa,na,Fort Stewart,no,yes,no,na, ,56a838a1-e0ef-49e8-85e6-bc37aa227b2e,Fort Stewart,act,usa,ga,0.107905070507059,1.5453813915681,31.87217,-81.61001,24.0,Fort Stewart
108,usa,na,Fort Wainwright,no,yes,no,na, ,521056a7-0f7a-488e-958a-2d4f04e30c10,Fort Wainwright,act,usa,ak,1.19339722695693,14.2270860623936,,,,
113,usa,na,NG Ft Allen Rq 177,no,no,no,na, ,0d6cca93-d86f-47e1-b822-dbae6ee2809f,NG Ft Allen Rq 177,act,armyNationalGuard,pr,0.0002582283448191,0.129282876954239,,,,
114,usa,na,NG Ft Ruger,no,no,no,na, ,423e1340-977f-4c64-be8a-3b2ceb37a786,NG Ft Ruger,act,armyNationalGuard,hi,0.0001146234624826,0.067305853119191,,,,
115,usa,na,Goldberg Stagefield AL,no,no,no,na, ,42c7be14-a642-4128-a91e-1fee75bfa009,Goldberg Stagefield AL,act,usa,al,3.9589962170794e-05,0.0270323091816922,,,,
116,usa,na,NG Grand Island AASF/RC,no,no,no,na, ,b09de2f5-80b1-4c5c-bd52-258f3565a25f,NG Grand Island AASF/RC,act,armyNationalGuard,ne,2.15957550153689e-05,0.0179751710507012,,,,
117,usa,na,Grand Prairie Reserve Complex,no,no,no,na, ,e6311d69-8cab-4942-ae1c-a66175a12f5a,Grand Prairie Reserve Complex,act,usar,tx,2.90492832846212e-05,0.0247736437749882,,,,
118,usa,na,Green River Test Complex UT,no,no,no,na, ,4de3b241-b7a0-4ee2-9b51-b22b7867248d,Green River Test Complex UT,semi,usa,ut,0.0010671851027837,0.259756656455092,,,,
120,usa,na,NG GUARNG Barrigada Complex,no,no,no,na, ,959ef008-23bd-4af8-a37d-f13d1355fd17,NG GUARNG Barrigada Complex,act,armyNationalGuard,gu,1.73087976236275e-05,0.0185414425779376,,,,
122,usa,na,NG Hammond Airport,no,no,no,na, ,d3ebaa05-fe7d-4486-b62c-3222cfb01faa,NG Hammond Airport,act,armyNationalGuard,la,5.68399254916585e-05,0.0322808080176964,40.91307,-81.25864,351.0,Hammond Airport
124,usa,na,Hawthorne Army Depot,no,yes,no,na, ,cefbe0e5-7d16-412b-b970-41a5800b02eb,Hawthorne Army Depot,act,usa,nv,0.0610821039053917,2.61551181184042,,,,
125,usa,na,Helemano Military Reservation,no,no,no,na, ,3e6c6a0a-ae63-42aa-98ab-b1c6feeaf08f,Helemano Military Reservation,act,usa,hi,9.94916607846008e-05,0.0438175254416329,21.53602,-158.01894,315.0,Helemano
126,usa,na,NG Helena Aviation RC- AASF- C12,no,no,no,na, ,888426cc-e6da-499d-ab29-52484a469e96,NG Helena Aviation RC- AASF- C12,act,armyNationalGuard,mt,2.85213191091316e-05,0.023560048217285,,,,
127,usa,na,Highbluff Stagefield AL,no,no,no,na, ,a8d231e3-543b-421f-8a86-fbe217c97c94,Highbluff Stagefield AL,act,usa,al,7.16164124696661e-05,0.038167208731205,,,,
129,usa,na,NG Hollis Plains Training Site,no,no,no,na, ,e60d2b93-65c3-4de0-a3fe-866fccae0725,NG Hollis Plains Training Site,act,armyNationalGuard,me,0.0001858000955508,0.0590937956540832,,,,
130,usa,na,Holston Army Ammunition Plant,no,yes,no,na, ,02237e38-92c5-4117-b0aa-fcde1f398e03,Holston Army Ammunition Plant,act,usa,tn,0.0024667960115039,0.618888401111241,,,,
131,usa,na,Hunt Stagefield AL,no,no,no,na, ,cd484901-0dc2-4b69-8d69-4d54e028e845,Hunt Stagefield AL,act,usa,al,4.9211121904591e-05,0.0297821466039404,,,,
133,usa,na,Indiana Army Ammunition Plant,no,no,no,na, ,b646fcbf-8102-4b48-96f6-64aabe2415c1,Indiana Army Ammunition Plant,clsd,usa,in,0.0006423053348498,0.114146118032344,,,,
134,usa,na,NG Indianapolis 38 ID,no,no,no,na, ,acc49b72-e37f-48f1-8f17-d393883754ad,NG Indianapolis 38 ID,act,armyNationalGuard,in,1.99054215954675e-05,0.0182703791906101,,,,
135,usa,na,Iowa Army Ammunition Plant,no,yes,no,na, ,9a813200-ca0d-4c52-b8ca-e7badfbf0162,Iowa Army Ammunition Plant,act,usa,ia,0.0092917851936817,0.453397670162437,40.78254,-91.25293,183.0,Iowa Army Ammunition Plant Dam
136,usa,na,NG ITC Camp San Luis Obisbo,no,no,no,na, ,a5d2c3b7-bc00-467d-aa4f-8719a463fb97,NG ITC Camp San Luis Obisbo,act,armyNationalGuard,ca,0.00221424637175,0.388555744875194,,,,
137,usa,na,NG Jackson Airport Armory,no,no,no,na, ,fb1101bc-3be7-418d-8c63-c9d768226d4c,NG Jackson Airport Armory,act,armyNationalGuard,tn,2.58600969118561e-05,0.0205566412286041,,,,
138,usa,na,NG Jackson Bks,no,no,no,na, ,c9cebd04-9506-410d-aa20-f4973b5cb7e4,NG Jackson Bks,act,armyNationalGuard,la,4.51502812666149e-05,0.06236204343075,,,,
139,usa,na,Jefferson Proving Ground,no,no,no,na, ,bbe9b1c8-c122-4e06-879b-23353d308578,Jefferson Proving Ground,clsd,usa,in,0.0221981082606817,1.09944582154259,,,,
140,usa,na,NG Montgomery JFHQ AFRC / CSMS 01,no,no,no,na, ,b28f1fa1-8865-4f81-aa5e-68e3d8b77142,NG Montgomery JFHQ AFRC / CSMS 01,act,armyNationalGuard,al,2.59299508797994e-05,0.0205701256321658,,,,
141,usa,na,NG Johnson City Gray,no,no,no,na, ,08dd6e3a-e21a-425b-90ca-6c6de4a55189,NG Johnson City Gray,act,armyNationalGuard,tn,4.36333511970588e-05,0.0275086570592479,,,,
142,usa,na,Kahuku Tng Area,no,no,no,na, ,a56db85b-b632-4bcc-9279-7272cda80d5b,Kahuku Tng Area,act,usa,hi,0.0033401802259049,0.406631316175377,,,,
143,usa,na,NG Kalaeloa,no,no,no,na, ,a74ba897-e2fb-4231-9e31-1a358daa8037,NG Kalaeloa,act,armyNationalGuard,hi,6.09187024685296e-05,0.049564763948043,21.29626,-158.10623,1.0,Kalaeloa
144,usa,na,Kawaihae Mil Reserve,no,no,no,na, ,4687118b-e287-4adb-9785-cabf50b460c7,Kawaihae Mil Reserve,act,usa,hi,8.51159097692289e-06,0.0401089092843185,,,,
145,usa,na,Kilauea Mil Reserve,no,no,no,na, ,6a0f6be0-31a3-4e26-8bc0-33aa904f0872,Kilauea Mil Reserve,act,usa,hi,1.89083618806762e-05,0.0190368184047715,,,,
146,usa,na,Kipapa Ammo Storage Site,no,no,no,na, ,958e7f6e-f131-45bd-8cd8-20efc09c3eae,Kipapa Ammo Storage Site,excs,usa,hi,0.0001328411014233,0.0959307034055277,,,,
147,usa,na,Lake City Army Ammunition Plant,no,yes,no,na, ,23cdd63d-2fc3-4c97-9550-2af0d9c4a9d4,Lake City Army Ammunition Plant,act,usa,mo,0.001823460407877,0.196400129095891,,,,
148,usa,na,Lake Of The Ozarks Recreation,no,no,no,na, ,79bb0051-9039-4f21-afd4-d9dfbdfefaca,Lake Of The Ozarks Recreation,act,usa,mo,0.0001331500673131,0.0639325881438634,,,,
150,usa,na,NG Lansing Joint Forces Readiness Center,no,no,no,na, ,e2d025ee-8418-4b27-a9e2-46f30b3531d7,NG Lansing Joint Forces Readiness Center,act,armyNationalGuard,mi,2.58645941357827e-05,0.0238832173169876,,,,
151,usa,na,NG Las Cruces,no,no,no,na, ,8f50aa31-b7d3-4b88-912d-4f8dfd19c7de,NG Las Cruces,act,armyNationalGuard,nm,3.62090452199482e-05,0.0347863967913616,32.31232,-106.77834,1191.0,Las Cruces
152,usa,na,NG Lawrenceville,no,no,no,na, ,d9239156-a5d7-4c19-ad30-8e94df471bd3,NG Lawrenceville,act,armyNationalGuard,nj,3.41328466220148e-05,0.0275275737951693,40.29733,-74.7296,37.0,Lawrenceville
153,usa,na,Letterkenny Army Depot,no,yes,no,na, ,8b37f3d8-9a1d-4d44-8c23-813838ba97b4,Letterkenny Army Depot,act,usa,pa,0.0076559307460684,0.457786090387142,,,,
154,usa,na,NG Lexington AASF No 1,no,no,no,na, ,3e70683b-7147-4dae-99ae-e05ccc48ae7a,NG Lexington AASF No 1,act,armyNationalGuard,ok,0.000125043025946,0.0593010036554384,,,,
155,usa,na,NG Lincoln AASF/Readiness Center,no,no,no,na, ,7a4a9c30-fd20-44c3-bc62-55c1b842e6b2,NG Lincoln AASF/Readiness Center,act,armyNationalGuard,ne,2.82093917576276e-05,0.0257258751241136,,,,
156,usa,na,Longhorn AAP,no,no,no,na, ,3cc1f565-e090-46fe-b689-2913fdcce172,Longhorn AAP,excs,usa,tx,0.0005656698183429,0.356856810706193,,,,
157,usa,na,Louisville Stagefield AL,no,no,no,na, ,0361be59-9927-4e55-ace3-bdb584b22bf4,Louisville Stagefield AL,act,usa,al,4.00527642341331e-05,0.0282136337110489,,,,
158,usa,na,NG Anthony Cometa Complex,no,no,no,na, ,7b807480-c514-4130-b2ba-6d70b0aa4c9b,NG Anthony Cometa Complex,act,armyNationalGuard,nv,2.33125733757333e-05,0.026525875006331,,,,
161,usa,na,Makua Mil Reserve,no,no,no,na, ,210278fc-debf-4a55-a854-7dd1e40abfac,Makua Mil Reserve,act,usa,hi,0.0015310665276047,0.189247893371306,,,,
162,usa,na,NG Marseilles (MTA Tng Area),no,no,no,na, ,de77e24b-fc2b-48be-9505-15fa6570c0fc,NG Marseilles (MTA Tng Area),act,armyNationalGuard,il,0.0011147300540415,0.163746716416211,,,,
164,usa,na,McAlester Army Ammunition Plant,no,yes,no,na, ,a669fbda-7c0c-4c8e-aa6b-b538cb80dae8,McAlester Army Ammunition Plant,act,usa,ok,0.0179085665179173,0.632367494669898,,,,
165,usa,na,NG McConnelsville Training Site,no,no,no,na, ,42772281-2552-40bb-b310-4d2cf9617ade,NG McConnelsville Training Site,act,armyNationalGuard,oh,0.0001905501628698,0.0869299282391475,,,,
167,usa,na,NG Mead TS/FMS 06/Utes 02,no,no,no,na, ,99a4f4b7-6c02-4d73-89eb-85e76768630f,NG Mead TS/FMS 06/Utes 02,act,armyNationalGuard,ne,0.0005234053276126,0.106555807309368,,,,
168,usa,na,Milan AAP,no,no,no,na, ,25909434-bac2-40ba-8348-5c66088a2461,Milan AAP,act,usa,tn,0.0090279560454291,0.552679272265206,,,,
169,usa,na,Military Ocean Terminal Sunny Point,no,yes,no,na, ,7cf8ef39-d9ed-4738-b591-98c973e20912,Military Ocean Terminal Sunny Point,act,usa,nc,0.0063623391436067,0.673745568047283,,,,
170,usa,na,NG Mitchell Complex,no,no,no,na, ,ad959d6a-f85f-44a4-aafb-d270e6f679f2,NG Mitchell Complex,act,armyNationalGuard,sd,2.74427021608181e-05,0.0244390365967574,,,,
171,usa,na,NG MTA Camp Clark Nevada,no,no,no,na, ,91668fdf-4289-4785-ac15-d4e6e0770636,NG MTA Camp Clark Nevada,act,armyNationalGuard,mo,0.0005240739531018,0.101361914769297,,,,
173,usa,na,NG MTA Camp Curtis Guil,no,no,no,na, ,e09e12b8-6a4f-424e-99f9-4a8c18ac2318,NG MTA Camp Curtis Guil,act,armyNationalGuard,ma,0.0003116648890681,0.121829944359346,,,,
176,usa,na,NG MTA Camp Santiago,no,no,no,na, ,0186a1df-993d-4938-be74-0c8dcf8c0144,NG MTA Camp Santiago,act,armyNationalGuard,pr,0.0043678396035602,0.320259060996568,,,,
